Date,Price
2018-05-26,29.85
2018-05-27,30.28
2018-05-28,23.49
2018-05-29,23.42
2018-06-01,24.49
2018-06-02,24.73
2018-06-03,25.15
2018-06-04,26.81
2018-06-05,24.43
2018-06-06,29.93
2018-06-07,25.23
2018-06-08,25.14
2018-06-09,25.29
2018-06-10,24.97
2018-06-11,27.12
2018-06-12,24.36
2018-06-13,17.38
2018-06-14,18.46
2018-06-15,25.11
2018-06-16,23.17
2018-06-17,23.19
2018-06-18,25.2
2018-06-19,29.11
2018-06-20,29.01
2018-06-21,28.43
2018-06-22,23.12
2018-06-23,23.77
2018-06-24,27.04
2018-06-25,23.8
2018-06-26,23.73
2018-06-27,23.53
2018-06-28,25.7
2018-06-29,24.28
2018-06-30,26.23
2018-07-01,26.06
2018-07-02,25.99
2018-07-03,27.76
2018-07-04,29.21
2018-07-05,29.47
2018-07-06,30.2
2018-07-07,30.05
2018-07-08,30.33
2018-07-09,31.58
2018-07-10,31.43
2018-07-11,31.32
2018-07-12,30.48
2018-07-13,26.15
2018-07-14,25.89
2018-07-15,26.15
2018-07-16,26.57
2018-07-17,31.1
2018-07-18,31.57
2018-07-19,37.94
2018-07-20,25.83
2018-07-21,25.76
2018-07-22,31.42
2018-07-23,32.87
2018-07-24,36.96
2018-07-25,29.86
2018-07-26,31.7
2018-07-27,31.49
2018-07-28,34.98
2018-07-29,35.16
2018-07-30,34.1
2018-07-31,34.7
2018-08-01,27.42
2018-08-02,28.01
2018-08-03,27.22
2018-08-04,32.48
2018-08-05,25.8
2018-08-06,24.18
2018-08-07,23.73
2018-08-08,22.08
2018-08-09,22.0
2018-08-10,22.74
2018-08-11,20.9
2018-08-12,20.64
2018-08-13,21.14
2018-08-14,21.16
2018-08-15,22.14
2018-08-18,22.62
2018-08-19,22.65
2018-08-20,21.38
2018-08-21,17.93
2018-08-22,18.07
2018-08-23,22.1
2018-08-24,22.37
2018-08-25,32.52
2018-08-26,29.54
2018-08-27,26.01
2018-08-28,27.22
2018-08-29,27.42
2018-08-30,30.02
2018-08-31,30.42
2018-09-01,32.88
